baseline_id,Type,Arch,Vintage,scenario_year,Total Area (m2),Space DES Area (m2),Space Gas Area (m2),Space Elec Area (m2),Water DES Area  (m2),Water Gas Area  (m2),Water Elec Area  (m2),Total Area Percentage,Area Used to Apply ECMS (m2),Year, Total Area (m2),DES Area (m2),Gas/Propane Area (m2), Elec Area (m2),,,,,,,,
5,1A,Hangar,1959-pre,2030,21679,21679,0,0,0,0,0,0.110007155,,,,,,,,,,,,,,
6,1A,Hangar,1960-1979,2030,6231,0,6231,0,0,0,0,0.031618367,,,,,,,,,,,,,,
7,1A,Hangar,1980-2004,2030,7269,0,7269,0,0,0,0,0.036885558,,,,,,,,,,,,,,
,1A,Hangar,2005-2014,2030,23000,23000,0,0,0,0,0,0.116710391,,,,,,,,,,,,,,
24,2A,Training Building,1959-pre,2030,6832,3118,3714,0,0,0,0,0.03466806,,,,,,,,,,,,,,
25,2A,Training Building,1980-2004,2030,4831,4831,0,0,0,0,0,0.024514256,,,,,,,,,,,,,,
26,2A,Training Building,2005-2014,2030,1869,0,1869,0,0,0,0,0.009483988,,,,,,,,,,,,,,
20,3B,Storage Building,1959-pre,2030,330,249,81,0,0,0,0,0.00167454,,,,,,,,,,,,,,
21,3B,Storage Building,1960-1979,2030,832,326,506,0,0,0,0,0.004221872,,,,,,,,,,,,,,
22,3B,Storage Building,1980-2004,2030,8824,76,8006,742,0,0,0,0.044776195,,,,,,,,,,,,,,
23,3B,Storage Building,2005-2014,2030,501,0,428,73,0,0,0,0.002542257,,,,,,,,,,,,,,
1,4C,Barracks,1959-pre,2030,20067,17024,3043,0,0,0,0,0.101827279,,,,,,,,,,,,,,
,4C,Barracks,2015-2014,2030,5000,0,5000,0,0,0,0,0.025371824,,,,,,,,,,,,,,
NA,5E,Recreation Center,1959-pre,2030,294,0,294,0,0,0,0,0.001491863,,,,,,,,,,,,,,
NA,5E,Recreation Center,1960-1979,2030,101,0,101,0,0,0,0,0.000512511,,,,,,,,,,,,,,
19,5E,Recreation Center,1980-2004,2030,15831,0,15831,0,0,0,0,0.080332269,,,,,,,,,,,,,,
NA,6A,Office,pre-1960,2030,11035,5024,6011,0,0,0,0,0.055995616,,,,,,,,,,,,,,
14,6A,Office,1960-1979,2030,2220,0,2220,0,0,0,0,0.01126509,,,,,,,,,,,,,,
15,6A,Office,1980-2004,2030,17682,11024,6658,0,0,0,0,0.089724919,,,,,,,,,,,,,,
16,6B,Office-Small,1960-1979,2030,815,0,803,12,0,0,0,0.004135607,,,,,,,,,,,,,,
17,6B,Office-Small,1980-2004,2030,3259,0,2869,390,0,0,0,0.016537355,,,,,,,,,,,,,,
18,6B,Office-Small,2005-2014,2030,501,0,501,0,0,0,0,0.002542257,,,,,,,,,,,,,,
3,7A,Food Service,1959-pre,2030,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,7A,Food Service,2005-2014,2030,4000,4000,0,0,0,0,0,0.020297459,,,,,,,,,,,,,,
27,8B,Vehicle Garage,1959-pre,2030,1778,0,1778,0,0,0,0,0.009022221,,,,,,,,,,,,,,
28,8B,Vehicle Garage,1980-2004,2030,11711,0,11711,0,0,0,0,0.059425886,,,,,,,,,,,,,,
8,9A,Maintenance Shop,1959-pre,2030,1504,1504,0,0,0,0,0,0.007631845,,,,,,,,,,,,,,
9,9A,Maintenance Shop,1980-2004,2030,10986,7670,3316,0,0,0,0,0.055746972,,,,,,,,,,,,,,
10,9B,Maintenance Shop-Small,1959-pre,2030,1127,368,759,0,0,0,0,0.005718809,,,,,,,,,,,,,,
11,9B,Maintenance Shop-Small,1960-1979,2030,724,0,724,0,0,0,0,0.00367384,,,,,,,,,,,,,,
12,9B,Maintenance Shop-Small,1980-2004,2030,4736,1050,3686,0,0,0,0,0.024032192,,,,,,,,,,,,,,
2,13B,Fire Hall,1959-pre,2030,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,13B,Fire Hall,1959-pre,2030,1500,1500,0,0,0,0,0,0.007611547,,,,,,,,,,,,,,
5,1A,Hangar,1959-pre,2033,21679,21679,0,0,0,0,0,0.110007155,,,,,,,,,,,,,,
6,1A,Hangar,1960-1979,2033,6231,0,6231,0,0,0,0,0.031618367,,,,,,,,,,,,,,
7,1A,Hangar,1980-2004,2033,7269,0,7269,0,0,0,0,0.036885558,,,,,,,,,,,,,,
,1A,Hangar,2005-2014,2033,23000,23000,0,0,0,0,0,0.116710391,,,,,,,,,,,,,,
24,2A,Training Building,1959-pre,2033,6832,3118,3714,0,0,0,0,0.03466806,,,,,,,,,,,,,,
25,2A,Training Building,1980-2004,2033,4831,4831,0,0,0,0,0,0.024514256,,,,,,,,,,,,,,
26,2A,Training Building,2005-2014,2033,1869,0,1869,0,0,0,0,0.009483988,,,,,,,,,,,,,,
20,3B,Storage Building,1959-pre,2033,330,249,81,0,0,0,0,0.00167454,,,,,,,,,,,,,,
21,3B,Storage Building,1960-1979,2033,832,326,506,0,0,0,0,0.004221872,,,,,,,,,,,,,,
22,3B,Storage Building,1980-2004,2033,8824,76,8006,742,0,0,0,0.044776195,,,,,,,,,,,,,,
23,3B,Storage Building,2005-2014,2033,501,0,428,73,0,0,0,0.002542257,,,,,,,,,,,,,,
1,4C,Barracks,1959-pre,2033,20067,17024,3043,0,0,0,0,0.101827279,,,,,,,,,,,,,,
,4C,Barracks,2015-2014,2033,5000,0,5000,0,0,0,0,0.025371824,,,,,,,,,,,,,,
NA,5E,Recreation Center,1959-pre,2033,294,0,294,0,0,0,0,0.001491863,,,,,,,,,,,,,,
NA,5E,Recreation Center,1960-1979,2033,101,0,101,0,0,0,0,0.000512511,,,,,,,,,,,,,,
19,5E,Recreation Center,1980-2004,2033,15831,0,15831,0,0,0,0,0.080332269,,,,,,,,,,,,,,
NA,6A,Office,pre-1960,2033,11035,5024,6011,0,0,0,0,0.055995616,,,,,,,,,,,,,,
14,6A,Office,1960-1979,2033,2220,0,2220,0,0,0,0,0.01126509,,,,,,,,,,,,,,
15,6A,Office,1980-2004,2033,17682,11024,6658,0,0,0,0,0.089724919,,,,,,,,,,,,,,
16,6B,Office-Small,1960-1979,2033,815,0,803,12,0,0,0,0.004135607,,,,,,,,,,,,,,
17,6B,Office-Small,1980-2004,2033,3259,0,2869,390,0,0,0,0.016537355,,,,,,,,,,,,,,
18,6B,Office-Small,2005-2014,2033,501,0,501,0,0,0,0,0.002542257,,,,,,,,,,,,,,
3,7A,Food Service,1959-pre,2033,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,7A,Food Service,2005-2014,2033,4000,4000,0,0,0,0,0,0.020297459,,,,,,,,,,,,,,
27,8B,Vehicle Garage,1959-pre,2033,1778,0,1778,0,0,0,0,0.009022221,,,,,,,,,,,,,,
28,8B,Vehicle Garage,1980-2004,2033,11711,0,11711,0,0,0,0,0.059425886,,,,,,,,,,,,,,
8,9A,Maintenance Shop,1959-pre,2033,1504,1504,0,0,0,0,0,0.007631845,,,,,,,,,,,,,,
9,9A,Maintenance Shop,1980-2004,2033,10986,7670,3316,0,0,0,0,0.055746972,,,,,,,,,,,,,,
10,9B,Maintenance Shop-Small,1959-pre,2033,1127,368,759,0,0,0,0,0.005718809,,,,,,,,,,,,,,
11,9B,Maintenance Shop-Small,1960-1979,2033,724,0,724,0,0,0,0,0.00367384,,,,,,,,,,,,,,
12,9B,Maintenance Shop-Small,1980-2004,2033,4736,1050,3686,0,0,0,0,0.024032192,,,,,,,,,,,,,,
2,13B,Fire Hall,1959-pre,2033,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,13B,Fire Hall,1959-pre,2033,1500,1500,0,0,0,0,0,0.007611547,,,,,,,,,,,,,,
5,1A,Hangar,1959-pre,2035,21679,21679,0,0,0,0,0,0.110007155,,,,,,,,,,,,,,
6,1A,Hangar,1960-1979,2035,6231,0,6231,0,0,0,0,0.031618367,,,,,,,,,,,,,,
7,1A,Hangar,1980-2004,2035,7269,0,7269,0,0,0,0,0.036885558,,,,,,,,,,,,,,
,1A,Hangar,2005-2014,2035,23000,23000,0,0,0,0,0,0.116710391,,,,,,,,,,,,,,
24,2A,Training Building,1959-pre,2035,6832,3118,3714,0,0,0,0,0.03466806,,,,,,,,,,,,,,
25,2A,Training Building,1980-2004,2035,4831,4831,0,0,0,0,0,0.024514256,,,,,,,,,,,,,,
26,2A,Training Building,2005-2014,2035,1869,0,1869,0,0,0,0,0.009483988,,,,,,,,,,,,,,
20,3B,Storage Building,1959-pre,2035,330,249,81,0,0,0,0,0.00167454,,,,,,,,,,,,,,
21,3B,Storage Building,1960-1979,2035,832,326,506,0,0,0,0,0.004221872,,,,,,,,,,,,,,
22,3B,Storage Building,1980-2004,2035,8824,76,8006,742,0,0,0,0.044776195,,,,,,,,,,,,,,
23,3B,Storage Building,2005-2014,2035,501,0,428,73,0,0,0,0.002542257,,,,,,,,,,,,,,
1,4C,Barracks,1959-pre,2035,20067,17024,3043,0,0,0,0,0.101827279,,,,,,,,,,,,,,
,4C,Barracks,2015-2014,2035,5000,0,5000,0,0,0,0,0.025371824,,,,,,,,,,,,,,
NA,5E,Recreation Center,1959-pre,2035,294,0,294,0,0,0,0,0.001491863,,,,,,,,,,,,,,
NA,5E,Recreation Center,1960-1979,2035,101,0,101,0,0,0,0,0.000512511,,,,,,,,,,,,,,
19,5E,Recreation Center,1980-2004,2035,15831,0,15831,0,0,0,0,0.080332269,,,,,,,,,,,,,,
NA,6A,Office,pre-1960,2035,11035,5024,6011,0,0,0,0,0.055995616,,,,,,,,,,,,,,
14,6A,Office,1960-1979,2035,2220,0,2220,0,0,0,0,0.01126509,,,,,,,,,,,,,,
15,6A,Office,1980-2004,2035,17682,11024,6658,0,0,0,0,0.089724919,,,,,,,,,,,,,,
16,6B,Office-Small,1960-1979,2035,815,0,803,12,0,0,0,0.004135607,,,,,,,,,,,,,,
17,6B,Office-Small,1980-2004,2035,3259,0,2869,390,0,0,0,0.016537355,,,,,,,,,,,,,,
18,6B,Office-Small,2005-2014,2035,501,0,501,0,0,0,0,0.002542257,,,,,,,,,,,,,,
3,7A,Food Service,1959-pre,2035,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,7A,Food Service,2005-2014,2035,4000,4000,0,0,0,0,0,0.020297459,,,,,,,,,,,,,,
27,8B,Vehicle Garage,1959-pre,2035,1778,0,1778,0,0,0,0,0.009022221,,,,,,,,,,,,,,
28,8B,Vehicle Garage,1980-2004,2035,11711,0,11711,0,0,0,0,0.059425886,,,,,,,,,,,,,,
8,9A,Maintenance Shop,1959-pre,2035,1504,1504,0,0,0,0,0,0.007631845,,,,,,,,,,,,,,
9,9A,Maintenance Shop,1980-2004,2035,10986,7670,3316,0,0,0,0,0.055746972,,,,,,,,,,,,,,
10,9B,Maintenance Shop-Small,1959-pre,2035,1127,368,759,0,0,0,0,0.005718809,,,,,,,,,,,,,,
11,9B,Maintenance Shop-Small,1960-1979,2035,724,0,724,0,0,0,0,0.00367384,,,,,,,,,,,,,,
12,9B,Maintenance Shop-Small,1980-2004,2035,4736,1050,3686,0,0,0,0,0.024032192,,,,,,,,,,,,,,
2,13B,Fire Hall,1959-pre,2035,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,
,13B,Fire Hall,1959-pre,2035,1500,1500,0,0,0,0,0,0.007611547,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
